scope,full_name,html_url,description,stars,language,topics
global,sindresorhus/awesome,https://github.com/sindresorhus/awesome,😎 Awesome lists about all kinds of interesting topics,398595,,"awesome, awesome-list, lists, resources, unicorns"
global,jnv/lists,https://github.com/jnv/lists,The definitive list of lists (of lists) curated on GitHub and elsewhere,10581,,"awesome, awesome-list, curated-lists, lists, resources"
global,qinwf/awesome-R,https://github.com/qinwf/awesome-R,"A curated list of awesome R packages, frameworks and software.",6286,R,"awesome, awesome-list, data-analysis, data-science, list, r, rstats"
global,briatte/awesome-network-analysis,https://github.com/briatte/awesome-network-analysis,A curated list of awesome network analysis resources.,3820,R,"awesome, awesome-list, complex-networks, disease-networks, graph-theory, historical-networks, list, network-analysis, network-science, network-visualization, political-networks, semantic-networks, sna, social-network-analysis, social-networks"
global,antiboredom/videogrep,https://github.com/antiboredom/videogrep,automatic video supercuts with python,3420,Python,
global,kba/awesome-ocr,https://github.com/kba/awesome-ocr,Links to awesome OCR projects,3036,,
global,PKU-TANGENT/nlp-tutorial,https://github.com/PKU-TANGENT/nlp-tutorial,NLP新手入门教程,1345,Python,
global,janosh/awesome-sveltekit,https://github.com/janosh/awesome-sveltekit,Awesome examples of SvelteKit in the wild,1219,Svelte,"awesome-list, community, svelte, svelte-kit"
global,awslabs/sockeye,https://github.com/awslabs/sockeye,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch,1216,Python,"attention-is-all-you-need, attention-mechanism, attention-model, deep-learning, deep-neural-networks, encoder-decoder, machine-learning, machine-translation, neural-machine-translation, pytorch, seq2seq, sequence-to-sequence, sequence-to-sequence-models, sockeye, transformer, transformer-architecture, transformer-network, translation"
global,Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Line based ATR Engine based on OCRopy,1160,Python,
global,urschrei/pyzotero,https://github.com/urschrei/pyzotero,Pyzotero: a Python client for the Zotero API,1087,Python,"citations, digital-humanities, zotero"
global,nathanlesage/academics-on-mastodon,https://github.com/nathanlesage/academics-on-mastodon,A list of various lists consisting of academics on Mastodon,954,,"academia, awesome-list, mastodon, scholar"
global,booknlp/booknlp,https://github.com/booknlp/booknlp,"BookNLP, a natural language processing pipeline for books",866,Python,"computational-social-science, cultural-analytics, digital-humanities, natural-language-processing"
global,programminghistorian/jekyll,https://github.com/programminghistorian/jekyll,Jekyll-based static site for The Programming Historian ,533,HTML,"api, data-management, data-manipulation, data-mining, dh, digital-humanities, exhibits, linked-open-data, mapping, multi-lingual, network-analysis, open-educational-resources, open-source, pedagogy, programming-historian, python, r-studio, scraping, text-analysis, web-scraping"
global,michaelzhang-ai/Text2Video,https://github.com/michaelzhang-ai/Text2Video,"ICASSP 2022: ""Text2Video: text-driven talking-head video synthesis with phonetic dictionary"".  ",438,Python,"aigc, avatar, deep-learning, digital-humanities, gan, generative-ai, icassp, metaverse, speech-synthesis, talking, talking-face-generation, talking-head, talking-heads, text-to-video, tts, vid2vid, video, virtual-humans"
global,dbamman/book-nlp,https://github.com/dbamman/book-nlp,"Natural language processing pipeline for book-length documents (archival Java version; for current Python version, see: https://github.com/booknlp/booknlp)",316,Java,"digital-humanities, natural-language-processing"
global,dh-tech/awesome-digital-humanities,https://github.com/dh-tech/awesome-digital-humanities,Software for humanities scholars using quantitative or computational methods.,308,HTML,"awesome, awesome-list, dh-resources, dh-tools, digital-humanities"
global,maria-antoniak/goodreads-scraper,https://github.com/maria-antoniak/goodreads-scraper,A Python scraper for Goodreads books and reviews.,296,Jupyter Notebook,
global,ryanjgallagher/shifterator,https://github.com/ryanjgallagher/shifterator,Interpretable data visualizations for understanding how texts differ at the word level,280,Python,"computational-social-science, data-visualization, digital-humanities, information-theory, natural-language-processing, sentiment-analysis, text-analysis, text-as-data"
global,maehr/awesome-digital-history,https://github.com/maehr/awesome-digital-history,Find primary sources online and learn how to research history digitally.,271,JavaScript,"archives, awesome, awesome-list, collections, dh, digital-history, digital-humanities, historian, historical-sciences, history, humanities, libraries, maps, newspapers"
global,melaniewalsh/Intro-Cultural-Analytics,https://github.com/melaniewalsh/Intro-Cultural-Analytics,"Introduction to Cultural Analytics & Python, course website and online textbook powered by Jupyter Book",271,Jupyter Notebook,"course-materials, cultural-analytics, digital-humanities, jupyter-book, jupyter-notebooks, python, textbook"
global,minicomp/wax,https://github.com/minicomp/wax,Jekyll based framework for minimal exhibitions with IIIF 🐝,171,SCSS,"digital-humanities, elasticlunr, iiif, jekyll, openseadragon, static-site"
global,drostlab/philentropy,https://github.com/drostlab/philentropy,Information Theory and Distance Quantification with R,142,R,"distance-measures, distance-quantification, information-theory, jensen-shannon-divergence, parametric-distributions, r, similarity-measures, statistics"
global,AI4LAM/awesome-ai4lam,https://github.com/AI4LAM/awesome-ai4lam,"A list of awesome AI in libraries, archives, and museum collections from around the world 🕶️",133,SCSS,"ai, ai-in-libraries, artificial-intelligence, awesome, awesome-list, awesome-lists, awesome-resources, libraries, library-automation, library-systems, machine-learning, machine-learning-projects, machinelearning, ml-in-libraries, natural-language-processing"
global,quinnanya/dh-jupyter,https://github.com/quinnanya/dh-jupyter,A collection of Jupyter notebooks in many human and computer languages for doing digital humanities. PRs welcome!,132,,
global,DmitryRyumin/EMNLP-2023-Papers,https://github.com/DmitryRyumin/EMNLP-2023-Papers,"EMNLP 2023 Papers: Explore cutting-edge research from EMNLP 2023, the premier conference for advancing empirical methods in natural language processing. Stay updated on the latest in machine learning, deep learning, and natural language processing with code included. :star: support NLP!",109,Python,"bert, computational-linguistics, emnlp, emnlp2023, gpt, language-models, llms, machine-learning, machine-translation, multilingual-nlp, named-entity-recognition, natural-language-processing, ner, nlp, nlp-applications, sentiment-analysis, syntax-and-semantics, text-mining, transformers, word-embeddings"
global,distant-viewing/dvt,https://github.com/distant-viewing/dvt,Distant Viewing Toolkit for the Analysis of Visual Culture,100,Jupyter Notebook,"computer-vision, cultural-analytics, digital-humanities"
global,culturevis/imageplot,https://github.com/culturevis/imageplot,ImagePlot is a free software tool that visualizes collections of images and video of any size. It is implemented as a macro which works with the open source image processing program ImageJ.,68,Java,
global,SLCLADAL/SLCLADAL.github.io,https://github.com/SLCLADAL/SLCLADAL.github.io,"This is the website for the Language Technology and Data Analysis Laboratory (LADAL) which is part of the School of Languages and Cultures at the University of Brisbane, Australia.",14,HTML,
Bode,arendst/Tasmota,https://github.com/arendst/Tasmota,"Alternative firmware for ESP8266 and ESP32 based devices with easy configuration using webUI, OTA updates, automation using timers or rules, expandability and entirely local control over MQTT, HTTP, Serial or KNX. Full documentation at",23637,C,"arduino, automation, esp32, esp8266, firmware, iot, knx, mqtt, ota, smart-home, sonoff, tasmota, tuya"
Bode,amirhossein-kz/Awesome-Diffusion-Models-in-Medical-Imaging,https://github.com/amirhossein-kz/Awesome-Diffusion-Models-in-Medical-Imaging,Diffusion Models in Medical Imaging (Published in Medical Image Analysis Journal),1914,,"ddpm, deep-learning, denoising, diffusion, diffusion-models, generation, generative-models, machine-learning, medical-imaging, ncsn, reconstruction, score-based, score-matching, sde, segmentation, vae"
Bode,python-control/python-control,https://github.com/python-control/python-control, The Python Control Systems Library is a Python module that implements basic operations for analysis and design of feedback control systems.,1879,Python,
Bode,Peldom/papers_for_protein_design_using_DL,https://github.com/Peldom/papers_for_protein_design_using_DL,List of papers about Proteins Design using Deep Learning,1768,,"deep-learning, protein-design"
Bode,xiaohanyu/awesome-tikz,https://github.com/xiaohanyu/awesome-tikz,"A curated list of awesome TikZ documentations, libraries and resources",1667,,"awesome, awesome-list, latex, tex, tikz"
Cordell,wtfutil/wtf,https://github.com/wtfutil/wtf,The personal information dashboard for your terminal,16278,Go,"cui, dashboard, devops, go, golang, hacktoberfest, terminal, tui, wtf, wtfutil"
Cordell,thank-you-github/thank-you-github,https://github.com/thank-you-github/thank-you-github,An open letter of gratitude to GitHub,1984,,
Cordell,freeCodeCamp/awesome-quincy-larson-emails,https://github.com/freeCodeCamp/awesome-quincy-larson-emails,This repository is an archive of emails that are sent by the awesome Quincy Larson every week.,1166,Python,
Cordell,TimCinel/ActionSheetPicker,https://github.com/TimCinel/ActionSheetPicker,Quickly reproduce the dropdown UIPickerView / ActionSheet functionality from Safari on iPhone/ iOS / CocoaTouch.,873,Objective-C,
Cordell,joaocarvalhoopen/How_to_learn_modern_electronics,https://github.com/joaocarvalhoopen/How_to_learn_modern_electronics,A guide to the adventurer,166,,
Crawford,requarks/wiki,https://github.com/requarks/wiki,Wiki.js | A modern and powerful wiki app built on Node.js,26995,Vue,"cross-platform, documentation, git, markdown, nodejs, open-source, wiki"
Crawford,mail-in-a-box/mailinabox,https://github.com/mail-in-a-box/mailinabox,"Mail-in-a-Box helps individuals take back control of their email by defining a one-click, easy-to-deploy SMTP+everything else server: a mail server in a box.",14897,Python,"email, mail, server, smtp"
Crawford,ange-yaghi/engine-sim,https://github.com/ange-yaghi/engine-sim,Combustion engine simulator that generates realistic audio.,9083,C++,"engine, simulation"
Crawford,wilsonpage/fastdom,https://github.com/wilsonpage/fastdom,Eliminates layout thrashing by batching DOM measurement and mutation tasks,6916,JavaScript,
Crawford,ErikCH/DevYouTubeList,https://github.com/ErikCH/DevYouTubeList,List of Development YouTube Channels,5044,,
Danielewski,hackerkid/Mind-Expanding-Books,https://github.com/hackerkid/Mind-Expanding-Books, :books: Find your next book to read!,12756,JavaScript,"awesome, awesome-list, biographies, books, computer-science, economics, fiction, hacktoberfest, hacktoberfest2020, history, mind-expanding-books, philosophy, politics, psychology, sexuality, startups, theater"
Danielewski,sindresorhus/awesome-scifi,https://github.com/sindresorhus/awesome-scifi,Sci-Fi worth consuming,4591,,"awesome, awesome-list, books, list, movies, novels, recommendations, science-fiction, scifi"
Danielewski,unicornlaunching/esoteria,https://github.com/unicornlaunching/esoteria,to mom and dad,25,,
Danielewski,acmei/Rails-Reference,https://github.com/acmei/Rails-Reference,A Rails cheat sheet for Adies,17,,
Danielewski,TriangleCommunications/reorder-table-columns,https://github.com/TriangleCommunications/reorder-table-columns,Create SQL to reorder columns in a PostgreSQL table,13,Python,
Davis,awesome-selfhosted/awesome-selfhosted,https://github.com/awesome-selfhosted/awesome-selfhosted,A list of Free Software network services and web applications which can be hosted on your own servers,246047,,"awesome, awesome-list, cloud, free-software, hosting, privacy, self-hosted, selfhosted"
Davis,nodejs/node,https://github.com/nodejs/node,Node.js JavaScript runtime ✨🐢🚀✨,113151,JavaScript,"javascript, js, linux, macos, mit, node, nodejs, runtime, windows"
Davis,Hack-with-Github/Awesome-Hacking,https://github.com/Hack-with-Github/Awesome-Hacking,"A collection of various awesome lists for hackers, pentesters and security researchers",97418,,"android, awesome, bug-bounty, fuzzing, hacking, penetration-testing, pentesting-windows, reverse-engineering, security"
Davis,Developer-Y/cs-video-courses,https://github.com/Developer-Y/cs-video-courses,List of Computer Science courses with video lectures.,69713,,"algorithms, bioinformatics, computational-biology, computational-physics, computer-architecture, computer-science, computer-vision, database-systems, databases, deep-learning, embedded-systems, machine-learning, quantum-computing, reinforcement-learning, robotics, security, systems, web-development"
Davis,leonardomso/33-js-concepts,https://github.com/leonardomso/33-js-concepts,📜 33 JavaScript concepts every developer should know.,65589,JavaScript,"angular, concepts, es6, es6-javascript, hacktoberfest, javascript, javascript-closures, javascript-engines, javascript-programming, nodejs, primitive-types, programming, react"
Digital Humanities,sindresorhus/awesome,https://github.com/sindresorhus/awesome,😎 Awesome lists about all kinds of interesting topics,398595,,"awesome, awesome-list, lists, resources, unicorns"
Digital Humanities,jnv/lists,https://github.com/jnv/lists,The definitive list of lists (of lists) curated on GitHub and elsewhere,10581,,"awesome, awesome-list, curated-lists, lists, resources"
Digital Humanities,qinwf/awesome-R,https://github.com/qinwf/awesome-R,"A curated list of awesome R packages, frameworks and software.",6286,R,"awesome, awesome-list, data-analysis, data-science, list, r, rstats"
Digital Humanities,briatte/awesome-network-analysis,https://github.com/briatte/awesome-network-analysis,A curated list of awesome network analysis resources.,3820,R,"awesome, awesome-list, complex-networks, disease-networks, graph-theory, historical-networks, list, network-analysis, network-science, network-visualization, political-networks, semantic-networks, sna, social-network-analysis, social-networks"
Digital Humanities,antiboredom/videogrep,https://github.com/antiboredom/videogrep,automatic video supercuts with python,3420,Python,
Drucker,charlax/professional-programming,https://github.com/charlax/professional-programming,A collection of learning resources for curious software engineers,47974,Python,"architecture, computer-science, concepts, documentation, engineer, learning, lessons-learned, professional, programmer, programming-language, read-articles, scalability, software-engineering"
Drucker,microsoft/data-formulator,https://github.com/microsoft/data-formulator,🪄 Create rich visualizations with AI ,13644,TypeScript,
Drucker,johnkerl/miller,https://github.com/johnkerl/miller,"Miller is like awk, sed, cut, join, and sort for name-indexed data such as CSV, TSV, and tabular JSON",9447,Go,"command-line, command-line-tools, csv, csv-format, data-cleaning, data-processing, data-reduction, data-regression, devops, devops-tools, json, json-data, miller, statistical-analysis, statistics, streaming-algorithms, streaming-data, tabular-data, tsv, unix-toolkit"
Drucker,charlax/engineering-management,https://github.com/charlax/engineering-management,A collection of inspiring resources related to engineering management and tech leadership,7838,Shell,"article, bias, culture, decisions, employee-handbook, engineering-management, leader, management"
Drucker,learn-anything/books,https://github.com/learn-anything/books,Awesome Books,6775,,"awesome, awesome-list, books, education, free, learn-anything, learning, list, pdf, resources"
Henry,modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,Model Context Protocol Servers,67226,TypeScript,
Henry,nlohmann/json,https://github.com/nlohmann/json,JSON for Modern C++,47134,C++,"bson, cbor, header-only, json, json-diff, json-merge-patch, json-parser, json-patch, json-pointer, json-serialization, messagepack, msgpack, rfc-6901, rfc-6902, rfc-7049, rfc-7159, rfc-8259, stl-containers, ubjson"
Henry,lerna/lerna,https://github.com/lerna/lerna,"Lerna is a fast, modern build system for managing and publishing multiple JavaScript/TypeScript packages from the same repository.",36020,TypeScript,"lerna, monorepo, npm, package, publishing"
Henry,nrwl/nx,https://github.com/nrwl/nx,"Get to green PRs in half the time. Nx optimizes your builds, scales your CI, and fixes failed PRs. Built for developers and AI agents.",26942,TypeScript,"angular, build, build-system, build-tool, building-tool, cli, cypress, hacktoberfest, javascript, monorepo, nextjs, nodejs, nx, nx-workspaces, react, storybook, typescript"
Henry,ChristosChristofidis/awesome-deep-learning,https://github.com/ChristosChristofidis/awesome-deep-learning,"A curated list of awesome Deep Learning tutorials, projects and communities.",26150,,"awesome, awesome-list, deep-learning, deep-learning-tutorial, deep-networks, face-images, machine-learning, neural-network, recurrent-networks"
In,freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer science for free.",427357,TypeScript,"careers, certification, community, curriculum, d3, education, freecodecamp, hacktoberfest, javascript, learn-to-code, math, nodejs, nonprofits, programming, react, teachers"
In,codecrafters-io/build-your-own-x,https://github.com/codecrafters-io/build-your-own-x,Master programming by recreating your favorite technologies from scratch.,418252,Markdown,"awesome-list, free, programming, tutorial-code, tutorial-exercises, tutorials"
In,sindresorhus/awesome,https://github.com/sindresorhus/awesome,😎 Awesome lists about all kinds of interesting topics,398595,,"awesome, awesome-list, lists, resources, unicorns"
In,public-apis/public-apis,https://github.com/public-apis/public-apis,A collective list of free APIs,364469,Python,"api, apis, dataset, development, free, list, lists, open-source, public, public-api, public-apis, resources, software"
In,kamranahmedse/developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",335681,TypeScript,"angular-roadmap, backend-roadmap, blockchain-roadmap, computer-science, dba-roadmap, developer-roadmap, devops-roadmap, frontend-roadmap, go-roadmap, java-roadmap, javascript-roadmap, nodejs-roadmap, python-roadmap, qa-roadmap, react-roadmap, roadmap, software-architect-roadmap, vue-roadmap"
Kirsch,lucidrains/x-transformers,https://github.com/lucidrains/x-transformers,A concise but complete full-attention transformer with a set of promising experimental features from various papers,5564,Python,"artificial-intelligence, attention-mechanism, deep-learning, transformers"
Kirsch,basnijholt/adaptive-lighting,https://github.com/basnijholt/adaptive-lighting,Adaptive Lighting custom component for Home Assistant,2502,Python,"adaptive-lighting, automation, home-assistant, hue, iot, lights, sunrise, sunset, zigbee"
Kirsch,NiuTrans/ABigSurvey,https://github.com/NiuTrans/ABigSurvey,A collection of 1000+ survey papers on Natural Language Processing (NLP) and Machine Learning (ML).,2031,,"deep-learning, machine-learning, natural-language-processing, neural-networks, paper-list, surveys"
Kirsch,code-kern-ai/refinery,https://github.com/code-kern-ai/refinery,"The data scientist's open-source choice to scale, assess and maintain natural language data. Treat training data like a software artifact.",1455,Python,"active-learning, annotations, artificial-intelligence, data-centric-ai, data-labeling, data-science, deep-learning, human-in-the-loop, labeling, labeling-tool, machine-learning, natural-language-processing, neural-search, nlp, python, spacy, supervised-learning, text-annotation, text-classification, transformers"
Kirsch,lucidrains/titans-pytorch,https://github.com/lucidrains/titans-pytorch,"Unofficial implementation of Titans, SOTA memory for transformers, in Pytorch",1452,Python,"artificial-intelligence, deep-learning, long-term-memory, test-time-training"
Lapsansky,joelapsansky/portfolio,https://github.com/joelapsansky/portfolio,,0,HTML,
Lapsansky,MichalSajdik/Teams-Chat,https://github.com/MichalSajdik/Teams-Chat,Windows aplikace pro komunikaci v týmu,0,C#,
Lapsansky,TomasLapsansky/IVS-2.-projekt,https://github.com/TomasLapsansky/IVS-2.-projekt,,0,C++,
Lapsansky,alapsansky/Lapsansky_Zatz_Tobalske_eLife_2020,https://github.com/alapsansky/Lapsansky_Zatz_Tobalske_eLife_2020,"A repository for the data used in the paper Lapsansky et al. (2020) ""Alcids ‘fly’ at efficient Strouhal numbers in both air and water but vary stroke velocity and angle""",0,MATLAB,
Lapsansky,alapsansky/Lapsansky_Igoe_Tobalske_2019,https://github.com/alapsansky/Lapsansky_Igoe_Tobalske_2019,"A repository for data related to the ""Zebra finch (Taeniopygia guttata) shift toward aerodynamically efficient flight kinematics in response to an artificial load"", published in Biology Open. These data are also available on figshare.",0,,
Lather,shrutikapoor08/devjoke,https://github.com/shrutikapoor08/devjoke,#DevJoke. Submit a PR if you know a good dev joke. ,1040,Python,"developer-jokes, humor, jokes, programming"
Lather,rochacbruno/rust-python-example,https://github.com/rochacbruno/rust-python-example,Example of using Rust to Extend Python,789,Python,"c, cargo, cffi, comparison, cpython, cython, ffi, llvm, numba, python, redhat, rust, rust-cpython, rust-packages"
Lather,RedBearAK/Toshy,https://github.com/RedBearAK/Toshy,Keymapper config to make Linux keyboard shortcuts work like a 'Tosh! And more. (A Kinto alternative.),650,Python,
Lather,udacity/frontend-nanodegree-mobile-portfolio,https://github.com/udacity/frontend-nanodegree-mobile-portfolio,,338,JavaScript,
Lather,jennybc/here_here,https://github.com/jennybc/here_here,I love the here package. Here's why.,317,,
Liu,996icu/996.ICU,https://github.com/996icu/996.ICU,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,274312,,
Liu,trekhleb/javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,📝 Algorithms and data structures implemented in JavaScript with explanations and links to further readings,193216,JavaScript,"algorithm, algorithms, computer-science, data-structures, interview, interview-preparation, javascript, javascript-algorithms"
Liu,nodejs/node,https://github.com/nodejs/node,Node.js JavaScript runtime ✨🐢🚀✨,113151,JavaScript,"javascript, js, linux, macos, mit, node, nodejs, runtime, windows"
Liu,iluwatar/java-design-patterns,https://github.com/iluwatar/java-design-patterns,Design patterns implemented in Java,92636,Java,"awesome-list, design-patterns, hacktoberfest, java, principles, snippets, snippets-collection, snippets-library"
Liu,tensorflow/models,https://github.com/tensorflow/models,Models and examples built with TensorFlow,77639,Python,
May,jwasham/coding-interview-university,https://github.com/jwasham/coding-interview-university,A complete computer science study plan to become a software engineer.,326877,,"algorithm, algorithms, coding-interview, coding-interviews, computer-science, data-structures, interview, interview-prep, interview-preparation, programming-interviews, software-engineering, study-plan"
